,Компания,Категория,Название товара,Цена,Скидочная Цена,Объем,Единицы Измерения
989,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Медно-цинковые припои, ЛК 62-05",3220.0,2995.0,0.5,кг
992,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Медно-цинковые припои, ЛОК 59-1-0,3",3220.0,2608.0,0.5,кг
995,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Медно-цинковые припои, П47",4998.0,4348.0,0.5,кг
996,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои таблетированные, П100м",15120.0,12247.0,0.1,кг
997,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои таблетированные, Л 63",13860.0,12613.0,0.1,кг
998,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои для пайки твердосплавного металлорежущего инструмента, МНМц 68-4-2",5964.0,5487.0,0.05,кг
999,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои для пайки твердосплавного металлорежущего инструмента, МНМц 68-4-2",8400.0,7644.0,0.05,кг
1000,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои для пайки твердосплавного металлорежущего инструмента, АНМц 0,6-4-2",6224.0,5726.0,0.05,кг
1001,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои для пайки твердосплавного металлорежущего инструмента, ЛМцЖ 57-1,5-0,75",5964.0,4890.0,0.05,кг
1002,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои для пайки твердосплавного металлорежущего инструмента, ЛНКоМц 49-9-0,2-0,2",6020.0,5659.0,0.05,кг
1003,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои для пайки твердосплавного металлорежущего инструмента, ЛНМц 49-9-0,2",8400.0,6972.0,0.05,кг
1004,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои для пайки твердосплавного металлорежущего инструмента, ТП-1М",39200.0,36848.0,0.01,кг
1005,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои для пайки алюминия, Припой 34А",4060.0,3451.0,0.5,кг
1006,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои для пайки алюминия, Припой 35А",4200.0,3906.0,0.5,кг
1007,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои для пайки алюминия, Припой 19А",5040.0,4738.0,0.5,кг
1008,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои для пайки алюминия, Припой 20А",5040.0,4082.0,0.5,кг
1009,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои, Олово, О1 пч, О1",6092.0,5726.0,1.0,кг
1010,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои, Олово, О1 пч, О1",6100.0,4941.0,1.0,кг
1011,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои, Олово, О1 пч, О1",6112.0,5256.0,1.0,кг
1013,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои, Олово, О1 пч, О1",6155.0,5170.0,1.0,кг
1014,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои, Олово, О1 пч, О1",6282.0,5779.0,1.0,кг
1015,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои, Олово, О1 пч, О1",6322.0,5121.0,1.0,кг
1016,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои, Олово, О1 пч, О1",6445.0,5929.0,1.0,кг
1017,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои, Олово, О1 пч, О1",6187.0,5816.0,1.0,кг
1018,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои, Олово, О1 пч, О1",6290.0,5158.0,1.0,кг
1019,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои, Олово, О1 пч, О1",6371.0,5415.0,1.0,кг
1020,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои, Олово, О1 пч, О1",6520.0,6194.0,1.0,кг
1021,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои, Олово, О1 пч, О1",6766.0,5886.0,1.0,кг
1022,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-61-0,5",3797.0,3114.0,0.5,кг
1023,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-61-0,5",3803.0,3118.0,0.5,кг
1024,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-61-0,5",3812.0,3355.0,0.5,кг
1025,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-61-0,5",3836.0,3107.0,0.5,кг
1026,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-61-0,5",3855.0,3585.0,0.5,кг
1027,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-61-0,5",3982.0,3385.0,0.5,кг
1028,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-61-0,5",4056.0,3285.0,0.5,кг
1029,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-61-0,5",4180.0,3678.0,0.5,кг
1030,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-61-0,5",3884.0,3418.0,0.5,кг
1031,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-61-0,5",3987.0,3548.0,0.5,кг
1032,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-61-0,5",4077.0,3629.0,0.5,кг
1033,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-61-0,5",4211.0,3664.0,0.5,кг
1034,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-61-0,5",4435.0,3770.0,0.5,кг
1035,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-50-0,5",3219.0,2833.0,0.5,кг
1036,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-50-0,5",3224.0,2773.0,0.5,кг
1037,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-50-0,5",3235.0,2717.0,0.5,кг
1038,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-50-0,5",3258.0,2639.0,0.5,кг
1039,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-50-0,5",3275.0,3111.0,0.5,кг
1040,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-50-0,5",3389.0,2881.0,0.5,кг
1041,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-50-0,5",3457.0,3146.0,0.5,кг
1042,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-50-0,5",3569.0,3248.0,0.5,кг
1043,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-50-0,5",3308.0,2779.0,0.5,кг
1044,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-50-0,5",3422.0,2840.0,0.5,кг
1045,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-50-0,5",3521.0,3169.0,0.5,кг
1046,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-50-0,5",3669.0,3265.0,0.5,кг
1047,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-50-0,5",3915.0,3328.0,0.5,кг
1048,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-40-0,5",2643.0,2247.0,0.5,кг
1049,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-40-0,5",2649.0,2305.0,0.5,кг
1050,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-40-0,5",2660.0,2234.0,0.5,кг
1051,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-40-0,5",2683.0,2254.0,0.5,кг
1052,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-40-0,5",2699.0,2483.0,0.5,кг
1053,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-40-0,5",2814.0,2504.0,0.5,кг
1054,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-40-0,5",2881.0,2420.0,0.5,кг
1055,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-40-0,5",2993.0,2754.0,0.5,кг
1056,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-40-0,5",2733.0,2460.0,0.5,кг
1057,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-40-0,5",2836.0,2666.0,0.5,кг
1058,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-40-0,5",2926.0,2780.0,0.5,кг
1059,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-40-0,5",3060.0,2448.0,0.5,кг
1060,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-40-0,5",3284.0,2956.0,0.5,кг
1061,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-35-0,5",2356.0,2026.0,0.5,кг
1062,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-35-0,5",2362.0,1984.0,0.5,кг
1063,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-35-0,5",2373.0,2017.0,0.5,кг
1064,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-35-0,5",2395.0,2012.0,0.5,кг
1065,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-35-0,5",2412.0,2171.0,0.5,кг
1066,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-35-0,5",2527.0,2350.0,0.5,кг
1067,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-35-0,5",2594.0,2361.0,0.5,кг
1068,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-35-0,5",2706.0,2381.0,0.5,кг
1069,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-35-0,5",2446.0,2006.0,0.5,кг
1070,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-35-0,5",2550.0,2270.0,0.5,кг
1071,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-35-0,5",2639.0,2138.0,0.5,кг
1072,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-35-0,5",2773.0,2302.0,0.5,кг
1073,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-35-0,5",2997.0,2428.0,0.5,кг
1074,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-30-0,5",2077.0,1807.0,0.5,кг
1075,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-30-0,5",2073.0,1679.0,0.5,кг
1076,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-30-0,5",2085.0,1710.0,0.5,кг
1077,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-30-0,5",2107.0,1728.0,0.5,кг
1078,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-30-0,5",2124.0,1869.0,0.5,кг
1079,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-30-0,5",2239.0,2105.0,0.5,кг
1080,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-30-0,5",2306.0,2168.0,0.5,кг
1081,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-30-0,5",2418.0,1959.0,0.5,кг
1082,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-30-0,5",2157.0,1812.0,0.5,кг
1083,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-30-0,5",2261.0,2125.0,0.5,кг
1084,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-30-0,5",2351.0,2092.0,0.5,кг
1085,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-30-0,5",2485.0,2212.0,0.5,кг
1086,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-30-0,5",2709.0,2519.0,0.5,кг
1087,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-25-0,5",1781.0,1621.0,0.5,кг
1088,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-25-0,5",1786.0,1482.0,0.5,кг
1089,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-25-0,5",1798.0,1492.0,0.5,кг
1090,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-25-0,5",1820.0,1511.0,0.5,кг
1091,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-25-0,5",1837.0,1598.0,0.5,кг
1092,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-25-0,5",1952.0,1698.0,0.5,кг
1093,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-25-0,5",2019.0,1777.0,0.5,кг
1094,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-25-0,5",2131.0,1833.0,0.5,кг
1095,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-25-0,5",1870.0,1683.0,0.5,кг
1096,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-25-0,5",1974.0,1816.0,0.5,кг
1097,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-25-0,5",2064.0,1734.0,0.5,кг
1098,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-25-0,5",2198.0,2088.0,0.5,кг
1099,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-25-0,5",2422.0,2204.0,0.5,кг
1100,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-18-0,5",1378.0,1158.0,0.5,кг
1101,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-18-0,5",1383.0,1231.0,0.5,кг
1102,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-18-0,5",1394.0,1310.0,0.5,кг
1103,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-18-0,5",1417.0,1261.0,0.5,кг
1104,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-18-0,5",1434.0,1162.0,0.5,кг
1105,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-18-0,5",1548.0,1347.0,0.5,кг
1106,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-18-0,5",1616.0,1519.0,0.5,кг
1107,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-18-0,5",1728.0,1434.0,0.5,кг
1108,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-18-0,5",1468.0,1233.0,0.5,кг
1109,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-18-0,5",1571.0,1320.0,0.5,кг
1110,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-18-0,5",1661.0,1379.0,0.5,кг
1111,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-18-0,5",1795.0,1633.0,0.5,кг
1112,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои малосурьмянистые, ПОССу-18-0,5",2019.0,1918.0,0.5,кг
1113,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-40-2",2643.0,2458.0,0.5,кг
1114,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-40-2",2649.0,2305.0,0.5,кг
1115,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-40-2",2660.0,2261.0,0.5,кг
1116,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-40-2",2682.0,2226.0,0.5,кг
1117,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-40-2",2699.0,2564.0,0.5,кг
1118,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-40-2",2814.0,2307.0,0.5,кг
1119,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-40-2",2881.0,2362.0,0.5,кг
1120,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-40-2",2993.0,2664.0,0.5,кг
1121,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-40-2",2733.0,2214.0,0.5,кг
1122,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-40-2",2836.0,2297.0,0.5,кг
1123,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-40-2",2926.0,2633.0,0.5,кг
1124,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-40-2",3060.0,2662.0,0.5,кг
1125,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-40-2",3284.0,3021.0,0.5,кг
1126,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-30-2",2068.0,1923.0,0.5,кг
1127,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-30-2",2073.0,1762.0,0.5,кг
1128,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-30-2",2085.0,1731.0,0.5,кг
1129,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-30-2",2121.0,1951.0,0.5,кг
1130,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-30-2",2124.0,1827.0,0.5,кг
1131,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-30-2",2239.0,1858.0,0.5,кг
1132,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-30-2",2306.0,2052.0,0.5,кг
1133,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-30-2",2418.0,2031.0,0.5,кг
1134,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-30-2",2158.0,1813.0,0.5,кг
1135,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-30-2",2261.0,2103.0,0.5,кг
1136,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-30-2",2351.0,1951.0,0.5,кг
1137,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-30-2",2485.0,2212.0,0.5,кг
1138,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-30-2",2709.0,2574.0,0.5,кг
1139,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-25-2",1781.0,1425.0,0.5,кг
1140,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-25-2",1786.0,1482.0,0.5,кг
1141,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-25-2",1798.0,1582.0,0.5,кг
1142,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-25-2",1820.0,1565.0,0.5,кг
1143,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-25-2",1837.0,1708.0,0.5,кг
1144,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-25-2",1952.0,1757.0,0.5,кг
1145,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-25-2",2019.0,1837.0,0.5,кг
1146,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-25-2",2131.0,1769.0,0.5,кг
1147,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-25-2",1870.0,1515.0,0.5,кг
1148,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-25-2",1974.0,1717.0,0.5,кг
1149,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-25-2",2064.0,1672.0,0.5,кг
1150,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-25-2",2198.0,2022.0,0.5,кг
1151,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-25-2",2422.0,2204.0,0.5,кг
1152,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-18-2",1378.0,1282.0,0.5,кг
1153,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-18-2",1383.0,1120.0,0.5,кг
1154,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-18-2",1394.0,1199.0,0.5,кг
1155,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-18-2",1417.0,1233.0,0.5,кг
1156,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-18-2",1434.0,1334.0,0.5,кг
1157,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-18-2",1548.0,1238.0,0.5,кг
1158,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-18-2",1616.0,1535.0,0.5,кг
1159,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-18-2",1728.0,1417.0,0.5,кг
1160,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-18-2",1468.0,1204.0,0.5,кг
1161,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-18-2",1571.0,1430.0,0.5,кг
1162,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-18-2",1661.0,1395.0,0.5,кг
1163,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-18-2",1795.0,1633.0,0.5,кг
